"m_date","m_open_split_adjusted","m_high_split_adjusted","m_low_split_adjusted","m_close_split_adjusted","m_volume_split_adjusted","m_close_dividend_and_split_adjusted"
2016-01-04,0.8072500228881836,0.8144999742507935,0.8009999990463257,0.8092499971389770,358076000,0.7886258363723755
2016-01-05,0.8245000243186951,0.8360000252723694,0.8125000000000000,0.8222500085830688,490272000,0.8012947440147400
2016-01-06,0.8087499737739563,0.8125000000000000,0.7789999842643738,0.7882500290870667,449344000,0.7681612372398376
2016-01-07,0.7684999704360962,0.7737500071525574,0.7469999790191650,0.7570000290870667,645304000,0.7377073764801025
2016-01-08,0.7667499780654907,0.7674999833106995,0.7392500042915344,0.7407500147819519,398472000,0.7218717932701111
2016-01-11,0.7415000200271606,0.7472500205039978,0.7287499904632568,0.7419999837875366,409372000,0.7230899333953857
2016-01-12,0.7552499771118164,0.7655000090599060,0.7492499947547913,0.7544999718666077,469356000,0.7352711558341980
2016-01-13,0.7602499723434448,0.7652500271797180,0.7307500243186951,0.7315000295639038,481672000,0.7128574848175049
2016-01-14,0.7164999842643738,0.7250000238418579,0.6955000162124634,0.7167500257492065,600236000,0.6984833478927612
2016-01-15,0.6880000233650208,0.6962500214576721,0.6660000085830688,0.6777499914169312,841452000,0.6604771614074707
2016-01-19,0.6917499899864197,0.7112500071525574,0.6804999709129333,0.6832500100135803,457140000,0.6658368110656738
2016-01-20,0.6702499985694885,0.6957499980926514,0.6612499952316284,0.6869999766349792,481180000,0.6694913506507874
2016-01-21,0.6945000290870667,0.7057499885559082,0.6802499890327454,0.6949999928474426,481456000,0.6772876977920532
2016-01-22,0.7082499861717224,0.7160000205039978,0.7067499756813049,0.7112500071525574,257996000,0.6931234598159790
2016-01-25,0.7110000252723694,0.7192500233650208,0.7089999914169312,0.7105000019073486,270728000,0.6923924684524536
2016-01-26,0.7120000123977661,0.7204999923706055,0.7047500014305115,0.7174999713897705,227944000,0.6992141604423523
2016-01-27,0.7164999842643738,0.7187500000000000,0.6955000162124634,0.7089999914169312,231700000,0.6909309029579163
2016-01-28,0.7147499918937683,0.7172499895095825,0.6875000000000000,0.7012500166893005,276776000,0.6833784580230713
2016-01-29,0.7072499990463257,0.7337499856948853,0.7045000195503235,0.7322499752044678,310504000,0.7135882973670960
2016-02-01,0.7315000295639038,0.7362499833106995,0.7252500057220459,0.7325000166893005,289884000,0.7138319015502930
2016-02-02,0.7250000238418579,0.7287499904632568,0.6965000033378601,0.7014999985694885,341908000,0.6836221218109131
2016-02-03,0.7070000171661377,0.7112500071525574,0.6887500286102295,0.7049999833106995,326772000,0.6870328783988953
2016-02-04,0.7059999704360962,0.7212499976158142,0.6982499957084656,0.7052500247955322,348140000,0.6872764229774475
2016-02-05,0.7005000114440918,0.7082499861717224,0.6587499976158142,0.6607499718666077,600428000,0.6439102292060852
2016-02-08,0.6507499814033508,0.6539999842643738,0.6212499737739563,0.6305000185966492,608852000,0.6144316196441650
2016-02-09,0.6230000257492065,0.6637499928474426,0.6200000047683716,0.6372500061988831,425372000,0.6210094094276428
2016-02-10,0.6412500143051147,0.6597499847412109,0.6322500109672546,0.6357499957084656,335800000,0.6195476055145264
2016-02-11,0.6194999814033508,0.6389999985694885,0.6194999814033508,0.6324999928474426,340144000,0.6163806319236755
2016-02-12,0.6424999833106995,0.6445000171661377,0.6187499761581421,0.6432499885559082,340816000,0.6268565058708191
2016-02-16,0.6524999737739563,0.6757500171661377,0.6504999995231628,0.6747499704360962,485352000,0.6575536727905273
2016-02-17,0.6832500100135803,0.6980000138282776,0.6804999709129333,0.6915000081062317,771468000,0.6738767623901367
2016-02-18,0.7482500076293945,0.7745000123977661,0.7475000023841858,0.7509999871253967,1068660000,0.7318605780601501
