"m_date","m_open_split_adjusted","m_high_split_adjusted","m_low_split_adjusted","m_close_split_adjusted","m_volume_split_adjusted","m_close_dividend_and_split_adjusted"
2016-01-04,109.44999694824219,109.59999847412110,108.12000274658203,109.50000000000000,50807600,101.60562896728516
2016-01-05,110.04000091552734,110.18000030517578,108.80000305175781,109.30999755859375,38795200,101.42932128906250
2016-01-06,107.41000366210938,108.88999938964844,107.41000366210938,108.26000213623047,41891100,100.45503997802734
2016-01-07,105.94999694824219,107.29000091552734,104.80999755859375,104.87000274658203,61386300,97.30944061279297
2016-01-08,105.62999725341797,106.29000091552734,103.90000152587890,104.01000213623047,69344000,96.51142883300781
2016-01-11,104.75000000000000,105.05999755859375,102.73000335693360,104.33000183105469,50024100,96.80838775634766
2016-01-12,105.33000183105469,106.08000183105469,104.08000183105469,105.54000091552734,46734200,97.93111419677734
2016-01-13,105.97000122070312,106.23000335693360,101.73999786376953,101.90000152587890,69870700,94.55355072021484
2016-01-14,102.30000305175781,104.98000335693360,100.66999816894531,104.06999969482422,78445700,96.56707763671875
2016-01-15,100.62000274658203,101.94000244140625,99.51000213623047,100.83999633789062,91443900,93.56995391845703
2016-01-19,102.20999908447266,102.37000274658203,99.87999725341797,101.05999755859375,56563800,93.77411651611328
2016-01-20,99.47000122070312,101.83000183105469,97.25000000000000,100.75000000000000,86675000,93.48643493652344
2016-01-21,101.18000030517578,102.34999847412110,99.81999969482422,100.84999847412110,61660100,93.57926940917969
2016-01-22,102.87999725341797,103.80999755859375,102.52999877929688,103.76999664306640,42229800,96.28872680664062
2016-01-25,103.40000152587890,103.98999786376953,102.13999938964844,102.23000335693360,38881500,94.85975646972656
2016-01-26,102.66000366210938,103.58999633789062,101.76000213623047,103.15000152587890,36143900,95.71343994140625
2016-01-27,102.55000305175781,102.98999786376953,100.15000152587890,100.58000183105469,54524700,93.32870483398438
2016-01-28,102.25000000000000,102.29000091552734,100.26000213623047,102.00000000000000,47641500,94.64636230468750
2016-01-29,101.97000122070312,104.16999816894531,101.94000244140625,104.12999725341797,54245100,96.62275695800781
2016-02-01,103.62999725341797,104.80000305175781,103.23000335693360,104.41000366210938,32750300,96.88260650634766
2016-02-02,103.93000030517578,103.97000122070312,101.83999633789062,102.15000152587890,44928100,94.78551483154297
2016-02-03,102.83000183105469,102.83000183105469,99.87999725341797,101.66000366210938,61572900,94.33087158203125
2016-02-04,101.38999938964844,102.45999908447266,100.44000244140625,101.65000152587890,49321600,94.32155609130860
2016-02-05,101.29000091552734,101.33000183105469,97.72000122070312,98.12000274658203,70749900,91.04605102539062
2016-02-08,96.29000091552734,97.05000305175781,94.83999633789062,96.62000274658203,91673100,89.65421295166016
2016-02-09,95.33000183105469,97.77999877929688,95.18000030517578,96.31999969482422,73778400,89.37583160400390
2016-02-10,97.43000030517578,98.69000244140625,96.62000274658203,96.69000244140625,59421700,89.71916198730469
2016-02-11,95.45999908447266,97.31999969482422,95.19000244140625,96.55000305175781,76839200,89.58927917480469
2016-02-12,97.63999938964844,98.12000274658203,96.73000335693360,98.01999664306640,49186500,90.95327758789062
2016-02-16,99.47000122070312,100.23000335693360,98.84999847412110,100.23000335693360,40565900,93.00394439697266
2016-02-17,100.95999908447266,102.63999938964844,100.69999694824219,102.50000000000000,41766500,95.11029815673828
