"m_date","m_open_split_adjusted","m_high_split_adjusted","m_low_split_adjusted","m_close_split_adjusted","m_volume_split_adjusted","m_close_dividend_and_split_adjusted"
2016-01-04,17.617000579833984,17.798000335693360,16.900999069213867,17.113000869750977,1410000,17.113000869750977
2016-01-05,17.113000869750977,17.357999801635742,16.916999816894530,17.177000045776367,873000,17.177000045776367
2016-01-06,16.996999740600586,17.379999160766600,16.684000015258790,16.927000045776367,900000,16.927000045776367
2016-01-07,16.642000198364258,16.837999343872070,16.041999816894530,16.103000640869140,1629000,16.103000640869140
2016-01-08,16.056999206542970,16.173999786376953,14.105999946594238,14.814999580383300,7890000,14.814999580383300
2016-01-11,14.982000350952148,15.423999786376953,14.845999717712402,15.244999885559082,1964000,15.244999885559082
2016-01-12,15.378000259399414,15.704000473022461,15.210000038146973,15.619000434875488,1814000,15.619000434875488
2016-01-13,15.595999717712402,15.677000045776367,14.821999549865723,15.034000396728516,1481000,15.034000396728516
2016-01-14,15.071999549865723,15.487999916076660,14.689999580383300,15.253000259399414,1231000,15.253000259399414
2016-01-15,14.800999641418457,15.013999938964844,14.295000076293945,14.993000030517578,1607000,14.993000030517578
2016-01-19,15.121000289916992,15.125000000000000,14.322999954223633,14.633999824523926,1704000,14.633999824523926
2016-01-20,14.432000160217285,15.217000007629395,14.100999832153320,14.968999862670898,1840000,14.968999862670898
2016-01-21,15.012000083923340,15.407999992370605,14.928000450134277,15.022000312805176,822000,15.022000312805176
2016-01-22,15.324999809265137,15.359999656677246,14.883999824523926,14.991000175476074,1462000,14.991000175476074
2016-01-25,14.920999526977539,15.064999580383300,14.500000000000000,14.588000297546387,1149000,14.588000297546387
2016-01-26,14.689000129699707,15.029000282287598,14.560999870300293,14.715000152587890,1670000,14.715000152587890
2016-01-27,14.680000305175781,14.680000305175781,14.154000282287598,14.239000320434570,2512000,14.239000320434570
2016-01-28,16.083000183105470,17.377000808715820,16.083000183105470,16.725999832153320,7677000,16.725999832153320
