"m_date","m_open_split_adjusted","m_high_split_adjusted","m_low_split_adjusted","m_close_split_adjusted","m_volume_split_adjusted","m_close_dividend_and_split_adjusted"
2016-01-04,63.950000762939450,64.059997558593750,63.009998321533200,63.619998931884766,25393200,48.184062957763670
2016-01-05,63.700000762939450,64.129997253417970,63.040000915527344,63.729999542236330,16566700,48.267372131347656
2016-01-06,62.720001220703125,63.130001068115234,62.340000152587890,62.810001373291016,22961500,47.570594787597656
2016-01-07,61.459999084472656,62.000000000000000,60.080001831054690,60.270000457763670,27630900,45.646869659423830
2016-01-08,61.130001068115234,61.270000457763670,58.849998474121094,58.919998168945310,22373300,44.624420166015625
2016-01-11,58.830001831054690,59.220001220703125,58.040000915527344,58.830001831054690,20925500,44.556259155273440
2016-01-12,59.450000762939450,59.560001373291016,58.099998474121094,58.959999084472656,22971600,44.654712677001950
2016-01-13,59.459999084472656,59.680000305175780,56.909999847412110,57.340000152587890,28808100,43.427772521972656
2016-01-14,58.159999847412110,59.380001068115234,57.290000915527344,58.200000762939450,31296300,44.079109191894530
2016-01-15,56.450000762939450,57.569999694824220,56.220001220703125,57.040000915527344,38131700,43.200561523437500
2016-01-19,57.729999542236330,57.970001220703125,56.509998321533200,57.009998321533200,22818900,43.177829742431640
2016-01-20,55.630001068115234,56.180000305175780,54.659999847412110,55.509998321533200,34646100,42.041774749755860
2016-01-21,55.740001678466800,56.520000457763670,55.060001373291016,55.250000000000000,31301100,41.844844818115234
2016-01-22,56.439998626708984,57.159999847412110,56.299999237060550,56.950000762939450,22732200,43.132385253906250
2016-01-25,56.479999542236330,56.849998474121094,55.599998474121094,55.659999847412110,21114400,42.155384063720700
2016-01-26,55.849998474121094,57.150001525878906,55.810001373291016,57.080001831054690,17535700,43.230846405029300
2016-01-27,57.080001831054690,58.270000457763670,56.560001373291016,57.040000915527344,20560000,43.200561523437500
2016-01-28,57.520000457763670,57.970001220703125,56.630001068115234,57.279998779296875,15497900,43.382324218750000
2016-01-29,57.830001831054690,59.540000915527344,57.509998321533200,59.500000000000000,26992200,45.063701629638670
2016-02-01,59.159999847412110,59.650001525878906,58.439998626708984,58.860000610351560,16807900,44.578983306884766
2016-02-02,57.880001068115234,57.979999542236330,56.750000000000000,57.029998779296875,22448200,43.192974090576170
2016-02-03,57.369998931884766,57.799999237060550,55.020000457763670,57.409999847412110,31543200,43.480777740478516
2016-02-04,57.060001373291016,58.520000457763670,57.060001373291016,58.400001525878906,21651300,44.230583190917970
2016-02-05,58.580001831054690,59.139999389648440,57.419998168945310,57.750000000000000,22001300,43.738296508789060
2016-02-08,56.689998626708984,56.919998168945310,55.540000915527344,56.540000915527344,28267600,42.821865081787110
2016-02-09,55.290000915527344,56.689998626708984,55.130001068115234,56.200000762939450,26300000,42.564369201660156
2016-02-10,56.569999694824220,57.409999847412110,55.470001220703125,55.520000457763670,22389600,42.049350738525390
2016-02-11,53.900001525878906,53.909999847412110,52.500000000000000,53.069999694824220,44334700,40.193782806396484
2016-02-12,55.650001525878906,57.569999694824220,55.169998168945310,57.490001678466800,37011400,43.541370391845700
2016-02-16,58.229999542236330,58.599998474121094,57.639999389648440,58.349998474121094,23730700,44.192722320556640
2016-02-17,58.849998474121094,59.250000000000000,58.389999389648440,58.770000457763670,21580100,44.510807037353516
2016-02-18,58.840000152587890,58.860000610351560,57.250000000000000,57.810001373291016,17037800,43.783733367919920
2016-02-19,57.500000000000000,58.169998168945310,57.080001831054690,57.819999694824220,15658200,43.791301727294920
2016-02-22,58.509998321533200,58.880001068115234,58.419998168945310,58.569999694824220,14882800,44.359336853027344
2016-02-23,57.900001525878906,58.090000152587890,55.959999084472656,56.119998931884766,31772500,42.503768920898440
2016-02-24,55.200000762939450,56.209999084472656,54.330001831054690,56.139999389648440,25560100,42.518917083740234
2016-02-25,56.130001068115234,57.029998779296875,56.040000915527344,57.009998321533200,14473300,43.177829742431640
